val_ids;val_gt_size;dumbpredwtags;dumbprednotags;dumbpredselect;proposalselect
ctslice1956_3.nii;[53818.0, 5139.0, 0.0, 6579.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1957_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1957_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1957_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1958_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1958_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1958_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1959_1.nii;[53541.0, 3944.0, 7285.0, 766.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice1959_2.nii;[53541.0, 3944.0, 7285.0, 766.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice1959_3.nii;[53541.0, 3944.0, 7285.0, 766.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice195_1.nii;[61660.0, 0.0, 3876.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice195_2.nii;[61660.0, 0.0, 3876.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice195_3.nii;[61660.0, 0.0, 3876.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1960_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1960_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1960_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1961_1.nii;[50882.0, 5997.0, 0.0, 3685.0, 4972.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1961_2.nii;[50882.0, 5997.0, 0.0, 3685.0, 4972.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1961_3.nii;[50882.0, 5997.0, 0.0, 3685.0, 4972.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1962_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1962_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1962_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1963_1.nii;[52139.0, 6144.0, 0.0, 7253.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1963_2.nii;[52139.0, 6144.0, 0.0, 7253.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1963_3.nii;[52139.0, 6144.0, 0.0, 7253.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1964_1.nii;[58276.0, 2071.0, 1393.0, 1933.0, 1863.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1964_2.nii;[58276.0, 2071.0, 1393.0, 1933.0, 1863.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice1964_3.nii;[58276.0, 2071.0, 1393.0, 1933.0, 1863.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1965_1.nii;[49447.0, 2097.0, 0.0, 7986.0, 6006.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1965_2.nii;[49447.0, 2097.0, 0.0, 7986.0, 6006.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1965_3.nii;[49447.0, 2097.0, 0.0, 7986.0, 6006.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice1966_1.nii;[56608.0, 1992.0, 3676.0, 711.0, 2549.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56834, 0, 4996, 0, 3706]
ctslice1966_2.nii;[56608.0, 1992.0, 3676.0, 711.0, 2549.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1966_3.nii;[56608.0, 1992.0, 3676.0, 711.0, 2549.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1967_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1967_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1967_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1968_1.nii;[65434.0, 0.0, 102.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61108, 4428, 0, 0, 0]
ctslice1968_2.nii;[65434.0, 0.0, 102.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1968_3.nii;[65434.0, 0.0, 102.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1969_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1969_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1969_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice196_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice196_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice196_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1970_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1970_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1970_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1971_1.nii;[60346.0, 666.0, 4524.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice1971_2.nii;[60346.0, 666.0, 4524.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice1971_3.nii;[60346.0, 666.0, 4524.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1972_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1972_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1972_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1973_1.nii;[58517.0, 1666.0, 4723.0, 630.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1973_2.nii;[58517.0, 1666.0, 4723.0, 630.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1973_3.nii;[58517.0, 1666.0, 4723.0, 630.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1974_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1974_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1974_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1975_1.nii;[59510.0, 4672.0, 0.0, 1354.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1975_2.nii;[59510.0, 4672.0, 0.0, 1354.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1975_3.nii;[59510.0, 4672.0, 0.0, 1354.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1976_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1976_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1976_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1977_1.nii;[58972.0, 3120.0, 0.0, 3444.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1977_2.nii;[58972.0, 3120.0, 0.0, 3444.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice1977_3.nii;[58972.0, 3120.0, 0.0, 3444.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice1978_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1978_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1978_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1979_1.nii;[62841.0, 2467.0, 0.0, 228.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1979_2.nii;[62841.0, 2467.0, 0.0, 228.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice1979_3.nii;[62841.0, 2467.0, 0.0, 228.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice197_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice197_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice197_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1980_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1980_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1980_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1981_1.nii;[55985.0, 4150.0, 0.0, 5401.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice1981_2.nii;[55985.0, 4150.0, 0.0, 5401.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice1981_3.nii;[55985.0, 4150.0, 0.0, 5401.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice1982_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1982_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1982_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1983_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1983_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1983_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1984_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1984_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1984_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1985_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1985_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1985_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1986_1.nii;[59210.0, 3495.0, 0.0, 2831.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1986_2.nii;[59210.0, 3495.0, 0.0, 2831.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1986_3.nii;[59210.0, 3495.0, 0.0, 2831.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1987_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1987_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1987_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1988_1.nii;[63847.0, 1689.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1988_2.nii;[63847.0, 1689.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1988_3.nii;[63847.0, 1689.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1989_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1989_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice1989_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice198_1.nii;[57881.0, 3810.0, 0.0, 3845.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice198_2.nii;[57881.0, 3810.0, 0.0, 3845.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice198_3.nii;[57881.0, 3810.0, 0.0, 3845.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1990_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1990_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1990_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1991_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1991_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1991_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1992_1.nii;[61343.0, 224.0, 3969.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice1992_2.nii;[61343.0, 224.0, 3969.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice1992_3.nii;[61343.0, 224.0, 3969.0, 0.0, 0.0];[56112, 4428, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice1993_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1993_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1993_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1994_1.nii;[57455.0, 2364.0, 4659.0, 881.0, 177.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1994_2.nii;[57455.0, 2364.0, 4659.0, 881.0, 177.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1994_3.nii;[57455.0, 2364.0, 4659.0, 881.0, 177.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice1995_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1995_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1995_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1996_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1996_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1996_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice1997_1.nii;[64770.0, 0.0, 766.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
